median_income,housing_median_age,total_rooms,total_bedrooms,population,households,ocean_proximity,median_house_value,high_value
2.9107,28.0,4.083333333333333,0.9814814814814815,504.0,4.666666666666667,<1H OCEAN,1.525,0
2.564,32.0,4.18655462184874,1.035294117647059,2660.0,4.470588235294118,NEAR BAY,1.458,0
2.25,34.0,3.9812206572769955,1.0704225352112675,1609.0,3.776995305164319,NEAR BAY,1.385,0
2.4911,35.0,4.506702412868632,0.9651474530831099,1648.0,4.418230563002681,NEAR BAY,1.459,0
2.8906,35.0,5.403141361256544,1.0837696335078535,954.0,4.994764397905759,NEAR OCEAN,1.348,0
3.0806,8.0,4.534675615212528,1.0738255033557047,1781.0,3.9843400447427295,INLAND,1.424,0
3.3261,30.0,4.62993762993763,0.9854469854469855,1961.0,4.076923076923077,<1H OCEAN,1.641,0
3.7736,32.0,4.343283582089552,1.0582089552238807,2583.0,3.855223880597015,INLAND,1.584,0
3.2,20.0,4.4081196581196584,1.0598290598290598,1573.0,3.361111111111111,<1H OCEAN,1.571,0
2.7802,22.0,4.2925373134328355,1.0865671641791044,1325.0,3.955223880597015,NEAR OCEAN,1.625,0
3.4784,17.0,4.510532837670384,1.0285006195786865,3537.0,4.382899628252788,NEAR BAY,1.522,0
3.7727,22.0,4.805602716468591,,5389.0,4.574702886247878,INLAND,1.597,0
3.5,31.0,5.173400673400673,1.0387205387205387,2640.0,4.444444444444445,INLAND,1.613,0
4.1304,27.0,4.683727034120735,0.9986876640419947,3339.0,4.381889763779528,NEAR BAY,1.605,0
3.1034,29.0,4.597222222222222,1.037037037037037,2013.0,4.659722222222222,<1H OCEAN,1.408,0
3.2957,35.0,4.7706855791962175,1.0685579196217494,3878.0,4.583924349881797,<1H OCEAN,1.416,0
2.9712,33.0,4.609467455621302,0.9349112426035503,1600.0,4.733727810650888,<1H OCEAN,1.439,0
4.0,26.0,5.068840579710145,1.0036231884057971,1285.0,4.655797101449275,INLAND,1.601,0
3.4427,30.0,4.68760907504363,1.0698080279232112,2477.0,4.322862129144852,<1H OCEAN,1.608,0
3.1621,6.0,3.939516129032258,1.0766129032258065,1584.0,3.193548387096774,<1H OCEAN,1.31,0
3.2266,30.0,4.322429906542056,1.0233644859813085,2847.0,4.434579439252336,NEAR BAY,1.418,0
3.4032,31.0,4.147761194029851,0.9537313432835821,2259.0,3.3716417910447762,NEAR BAY,1.434,0
2.8375,21.0,5.286396181384248,1.1551312649164678,1792.0,4.276849642004773,NEAR BAY,1.665,0
3.125,34.0,5.084821428571429,1.0625,1728.0,3.857142857142857,NEAR BAY,1.541,0
2.851,18.0,3.5619335347432024,0.9788519637462235,1296.0,3.915407854984894,INLAND,1.406,0
2.2679,39.0,3.2409638554216866,1.0180722891566265,1242.0,3.7409638554216866,INLAND,1.518,0
3.1912,33.0,4.8950471698113205,1.0023584905660377,3563.0,4.201650943396227,NEAR BAY,1.599,0
3.9741,28.0,5.082585278276481,0.9910233393177738,2330.0,4.1831238779174145,INLAND,1.731,0
2.1062,21.0,4.324281150159744,1.0782747603833867,1742.0,2.7827476038338657,NEAR BAY,1.767,0
4.4653,32.0,5.440643863179075,1.0342052313883299,1669.0,3.358148893360161,NEAR OCEAN,1.954,1
4.064,34.0,4.852216748768473,1.1724137931034482,1269.0,3.125615763546798,NEAR BAY,2.012,1
4.87,35.0,5.72488038277512,0.9976076555023924,1336.0,3.1961722488038276,NEAR OCEAN,1.877,1
3.2969,37.0,5.030973451327434,0.8982300884955752,672.0,2.9734513274336285,NEAR OCEAN,1.89,1
4.1172,37.0,5.256613756613756,1.0555555555555556,1279.0,3.3835978835978837,<1H OCEAN,1.765,0
3.9861,34.0,5.121495327102804,1.0070093457943925,1376.0,3.2149532710280373,NEAR OCEAN,1.639,0
4.2062,35.0,4.7975460122699385,0.9386503067484663,499.0,3.061349693251534,INLAND,1.613,0
4.0167,,4.950261780104712,0.9240837696335078,1093.0,2.8612565445026177,NEAR BAY,1.655,0
4.4625,37.0,5.042553191489362,0.9574468085106383,769.0,3.272340425531915,NEAR BAY,1.542,0
3.8705,36.0,5.562770562770563,0.987012987012987,679.0,2.9393939393939394,NEAR BAY,1.919,1
4.1312,35.0,5.091787439613527,0.9855072463768116,1257.0,3.036231884057971,<1H OCEAN,1.852,1
3.3977,34.0,5.1611721611721615,1.1172161172161172,819.0,3.0,NEAR BAY,1.888,1
4.5078,36.0,5.6887966804979255,,806.0,3.3443983402489628,INLAND,1.871,1
3.9583,,5.3828125,1.0,379.0,2.9609375,<1H OCEAN,2.06,1
4.3947,36.0,5.8713235294117645,,901.0,3.3125,<1H OCEAN,1.97,1
4.125,36.0,5.5875,0.990625,1139.0,3.559375,<1H OCEAN,1.858,1
3.6625,33.0,5.224719101123595,1.0157303370786517,1170.0,2.6292134831460676,NEAR BAY,2.171,1
3.5795,35.0,5.50763358778626,1.015267175572519,861.0,3.286259541984733,NEAR BAY,1.869,1
4.2986,36.0,6.036734693877551,1.0244897959183674,741.0,3.024489795918367,NEAR OCEAN,1.896,1
3.5536,35.0,6.098360655737705,1.0590163934426229,1011.0,3.314754098360656,<1H OCEAN,2.07,1
5.7039,35.0,5.8730650154798765,0.9628482972136223,965.0,2.9876160990712073,NEAR BAY,1.994,1
3.2813,28.0,5.144846796657381,1.0055710306406684,1999.0,2.784122562674095,NEAR BAY,1.811,1
3.0441,20.0,4.4932502596054,,2296.0,2.3842159916926273,INLAND,1.854,1
5.0123,35.0,5.451807228915663,0.9578313253012049,1164.0,3.5060240963855422,NEAR BAY,1.657,0
4.375,33.0,4.888040712468193,1.0101781170483461,1492.0,3.796437659033079,INLAND,1.505,0
3.7083,31.0,4.8814935064935066,1.0600649350649352,1766.0,2.866883116883117,INLAND,1.66,0
4.25,35.0,5.481037924151696,0.9540918163672655,1779.0,3.5508982035928143,NEAR OCEAN,1.667,0
4.0052,35.0,5.336898395721925,1.0748663101604279,1933.0,3.445632798573975,NEAR BAY,1.607,0
2.9437,27.0,4.920471281296024,1.0721649484536082,1762.0,2.5949926362297497,NEAR BAY,1.804,1
3.8304,35.0,5.647163120567376,0.9645390070921985,1858.0,3.2943262411347516,<1H OCEAN,1.759,0
3.125,34.0,4.923076923076923,0.9879807692307693,1456.0,3.5,<1H OCEAN,1.686,0
4.5655,35.0,5.670807453416149,0.9834368530020704,1481.0,3.0662525879917184,INLAND,1.766,0
4.125,34.0,5.87218045112782,1.0225563909774436,825.0,3.101503759398496,INLAND,2.208,1
5.212,32.0,5.589189189189189,0.9621621621621622,976.0,2.637837837837838,<1H OCEAN,2.012,1
2.4167,37.0,5.121359223300971,1.3592233009708738,538.0,2.6116504854368934,NEAR BAY,1.813,1
2.3971,35.0,3.7774294670846396,1.0344827586206897,583.0,1.8275862068965518,NEAR BAY,1.889,1
3.4453,37.0,4.834666666666666,1.0506666666666666,1100.0,2.933333333333333,INLAND,1.767,0
4.3409,39.0,5.152238805970149,0.9940298507462687,892.0,2.662686567164179,NEAR BAY,1.918,1
2.7763,30.0,4.231884057971015,1.0614216701173222,3147.0,2.1718426501035197,NEAR BAY,1.878,1
3.5,35.0,4.806179775280899,0.9410112359550562,825.0,2.317415730337079,INLAND,2.156,1
3.1949,25.0,4.433962264150943,1.0251572327044025,1107.0,2.3207547169811322,NEAR OCEAN,2.074,1
3.8837,32.0,5.5597189695550355,1.053864168618267,1580.0,3.700234192037471,INLAND,2.003,1
3.2943,32.0,4.907788719785139,,3426.0,3.0671441360787823,<1H OCEAN,2.044,1
10.1248,25.0,7.545454545454546,0.9710743801652892,1525.0,3.1508264462809916,NEAR BAY,4.285,1
5.9254,23.0,6.38872970391595,,3081.0,2.9426934097421205,INLAND,4.912,1
7.5,35.0,6.282296650717703,0.9282296650717703,599.0,2.8660287081339715,NEAR OCEAN,2.872,1
5.4469,33.0,6.1854545454545455,1.0545454545454545,831.0,3.021818181818182,NEAR OCEAN,2.747,1
5.6406,33.0,6.927083333333333,1.0885416666666667,578.0,3.0104166666666665,NEAR OCEAN,2.662,1
3.9808,35.0,5.3099630996309966,0.9630996309963099,804.0,2.9667896678966788,NEAR BAY,1.886,1
3.055,35.0,5.878571428571429,1.05,1056.0,3.7714285714285714,<1H OCEAN,1.72,0
4.5179,35.0,6.780487804878049,1.113821138211382,392.0,3.186991869918699,NEAR BAY,2.188,1
5.3664,34.0,6.370689655172414,1.0107758620689655,1488.0,3.206896551724138,NEAR OCEAN,2.683,1
5.8519,36.0,6.771812080536913,1.1006711409395973,466.0,3.12751677852349,NEAR OCEAN,2.494,1
5.0897,36.0,5.225563909774436,1.0150375939849625,887.0,3.3345864661654137,INLAND,1.89,1
4.5594,33.0,5.351548269581056,1.0218579234972678,1519.0,2.766848816029144,INLAND,2.042,1
3.5547,34.0,5.051971326164875,1.0913978494623655,1718.0,3.078853046594982,NEAR BAY,1.976,1
4.7708,36.0,5.106280193236715,1.0,658.0,3.178743961352657,NEAR OCEAN,1.917,1
3.2122,29.0,4.133819951338199,0.9708029197080292,1052.0,2.559610705596107,NEAR OCEAN,1.955,1
5.112,29.0,6.3352826510721245,1.0155945419103314,1382.0,2.6939571150097468,NEAR BAY,2.183,1
5.0758,35.0,6.378,1.054,1727.0,3.454,INLAND,2.111,1
5.184,35.0,6.041753653444676,0.9749478079331941,1420.0,2.964509394572025,INLAND,2.249,1
5.4635,37.0,5.8108108108108105,1.0115830115830116,798.0,3.081081081081081,NEAR BAY,2.021,1
3.9375,35.0,5.46524064171123,,628.0,3.358288770053476,NEAR OCEAN,1.875,1
4.1731,36.0,5.491803278688525,0.9057377049180327,848.0,3.4754098360655736,NEAR BAY,2.051,1
4.2926,32.0,5.407079646017699,1.1026548672566372,1902.0,3.366371681415929,<1H OCEAN,1.907,1
9.7066,38.0,8.75,1.1,129.0,6.45,NEAR BAY,1.825,1
3.4596,28.0,5.165378670788254,1.063369397217929,2210.0,3.4157650695517776,INLAND,2.028,1
5.8722,34.0,5.734939759036145,0.9116465863453815,890.0,3.57429718875502,INLAND,2.048,1
4.0333,32.0,5.495176848874598,1.0643086816720257,2003.0,3.220257234726688,NEAR OCEAN,2.102,1
3.6648,34.0,4.297539149888143,0.9440715883668904,1230.0,2.751677852348993,<1H OCEAN,1.939,1
5.3559,36.0,5.666666666666667,0.9812206572769953,683.0,3.2065727699530515,INLAND,2.073,1
3.3523,25.0,4.997245179063361,1.1129476584022038,1187.0,3.2699724517906334,<1H OCEAN,1.708,0
3.2083,,5.055147058823529,0.9558823529411765,951.0,3.4963235294117645,NEAR BAY,1.952,1
4.6312,32.0,5.479318734793187,,1370.0,3.3333333333333335,NEAR OCEAN,1.848,1
4.6118,35.0,5.812371134020618,1.090721649484536,1508.0,3.109278350515464,INLAND,1.917,1
4.4102,34.0,6.098630136986301,1.0438356164383562,1464.0,4.010958904109589,<1H OCEAN,1.832,1
2.067,31.0,4.413566739606127,1.0109409190371992,1462.0,3.199124726477024,<1H OCEAN,1.673,0
3.6563,33.0,5.223021582733813,0.9640287769784173,1274.0,4.58273381294964,INLAND,1.627,0
4.0469,34.0,5.628930817610063,1.0754716981132075,2786.0,4.380503144654088,INLAND,1.668,0
4.5417,33.0,5.708860759493671,0.9620253164556962,1079.0,4.552742616033755,INLAND,1.603,0
3.2413,31.0,5.062374245472837,1.0583501006036218,2194.0,4.414486921529175,NEAR BAY,1.555,0
4.0274,36.0,6.007537688442211,1.0226130653266332,1967.0,4.942211055276382,<1H OCEAN,1.607,0
3.7454,35.0,5.6298076923076925,,2176.0,5.230769230769231,INLAND,1.569,0
3.7917,35.0,5.856209150326797,1.0359477124183007,1441.0,4.709150326797386,INLAND,1.511,0
2.8438,33.0,5.466307277628032,1.137466307277628,1727.0,4.654986522911051,<1H OCEAN,1.576,0
3.1667,36.0,4.6318407960199,0.7960199004975125,746.0,3.711442786069652,NEAR BAY,1.58,0
3.5179,36.0,6.013888888888889,0.9537037037037037,763.0,3.5324074074074074,INLAND,1.614,0
2.8333,34.0,4.408602150537634,1.064516129032258,1832.0,3.9397849462365593,INLAND,1.557,0
4.1429,33.0,4.984025559105431,1.0063897763578276,1467.0,4.686900958466453,NEAR BAY,1.598,0
3.4722,34.0,5.114457831325301,1.0783132530120483,2108.0,4.232931726907631,<1H OCEAN,1.546,0
4.119,32.0,4.651234567901234,0.9104938271604939,1326.0,4.092592592592593,NEAR BAY,1.633,0
2.5192,28.0,4.345360824742268,1.074742268041237,1355.0,3.4922680412371134,NEAR OCEAN,1.573,0
3.4115,35.0,5.193548387096774,1.0099255583126552,1755.0,4.354838709677419,NEAR BAY,1.504,0
3.9803,35.0,5.201923076923077,,1462.0,4.685897435897436,NEAR OCEAN,1.526,0
3.7578,33.0,4.554858934169279,1.0219435736677116,1609.0,5.043887147335423,<1H OCEAN,1.558,0
2.7361,35.0,4.4916201117318435,0.888268156424581,727.0,4.06145251396648,<1H OCEAN,1.457,0
4.6364,35.0,4.67910447761194,0.9813432835820896,1092.0,4.074626865671642,<1H OCEAN,1.631,0
3.0904,36.0,5.193661971830986,0.9507042253521126,1149.0,4.045774647887324,INLAND,1.586,0
4.375,35.0,5.173913043478261,1.0909090909090908,1113.0,4.399209486166008,NEAR BAY,1.565,0
4.7679,36.0,5.092682926829268,0.975609756097561,982.0,4.790243902439024,NEAR BAY,1.539,0
3.1591,35.0,5.382075471698113,1.0,924.0,4.3584905660377355,INLAND,1.483,0
4.7955,33.0,5.673151750972763,1.0428015564202335,1115.0,4.33852140077821,NEAR BAY,1.581,0
4.025,34.0,5.152985074626866,0.9888059701492538,1020.0,3.8059701492537314,INLAND,1.469,0
3.7258,32.0,5.244736842105263,1.0210526315789474,1385.0,3.6447368421052633,INLAND,1.819,1
3.7708,34.0,5.33641975308642,1.0,1341.0,4.138888888888889,<1H OCEAN,1.635,0
3.5592,36.0,4.2844311377245505,1.0598802395209581,1367.0,4.092814371257485,INLAND,1.602,0
3.8409,34.0,5.4591439688715955,1.066147859922179,977.0,3.801556420233463,NEAR BAY,1.63,0
3.3409,34.0,5.0633333333333335,1.0133333333333334,1262.0,4.206666666666667,NEAR OCEAN,1.612,0
3.494,31.0,4.508637236084453,1.034548944337812,2028.0,3.892514395393474,<1H OCEAN,1.545,0
3.8864,33.0,4.2175141242937855,0.9350282485875706,1571.0,4.437853107344632,NEAR OCEAN,1.589,0
2.274,27.0,3.48,1.128,2296.0,3.0613333333333332,INLAND,1.508,0
3.83,35.0,5.593283582089552,1.078358208955224,1112.0,4.149253731343284,NEAR BAY,1.49,0
4.0521,35.0,5.7531380753138075,1.0418410041841004,1015.0,4.2468619246861925,<1H OCEAN,1.518,0
3.3389,33.0,4.73936170212766,1.047872340425532,1517.0,4.034574468085107,<1H OCEAN,1.579,0
2.1863,23.0,3.795238095238095,0.9952380952380953,3883.0,4.622619047619048,<1H OCEAN,1.576,0
4.2266,33.0,4.621333333333333,0.9626666666666667,1757.0,4.685333333333333,NEAR OCEAN,1.538,0
3.871,27.0,5.404301075268817,1.0268817204301075,3899.0,4.19247311827957,NEAR OCEAN,1.629,0
3.875,19.0,4.951754385964913,1.131578947368421,900.0,3.9473684210526314,INLAND,1.356,0
4.2578,22.0,5.2865013774104685,1.1322314049586777,1203.0,3.3140495867768593,NEAR BAY,1.441,0
4.1118,35.0,6.208333333333333,1.0787037037037037,898.0,4.157407407407407,INLAND,1.573,0
3.975,32.0,4.850666666666666,1.0,1728.0,4.608,<1H OCEAN,1.624,0
3.9219,35.0,4.76948051948052,0.9935064935064936,1285.0,4.172077922077922,INLAND,1.595,0
3.8581,35.0,5.359801488833747,0.9900744416873449,1694.0,4.20347394540943,INLAND,1.631,0
4.7917,30.0,5.211136890951276,1.0348027842227379,1837.0,4.262180974477959,NEAR BAY,1.645,0
4.9342,23.0,5.735798016230839,1.0532010820559061,4580.0,4.129846708746618,<1H OCEAN,1.81,1
4.8854,30.0,5.280632411067193,0.9446640316205533,905.0,3.5770750988142295,INLAND,1.781,0
4.5554,15.0,5.761172513214801,1.0499759730898606,6652.0,3.196540124939933,NEAR OCEAN,2.783,1
7.6286,33.0,8.386666666666667,1.0133333333333334,253.0,3.3733333333333335,INLAND,3.304,1
4.6324,15.0,5.173861620342993,1.0413956238911886,5278.0,3.121230041395624,<1H OCEAN,1.688,0
4.6587,36.0,5.002232142857143,0.9352678571428571,1743.0,3.890625,NEAR BAY,1.619,0
4.7589,16.0,5.200923787528868,,4429.0,3.409545804464973,NEAR OCEAN,1.782,0
3.6308,21.0,5.022079116835327,0.9990800367985281,3394.0,3.1223551057957684,INLAND,1.921,1
3.6275,23.0,4.876344086021505,,3881.0,4.173118279569892,NEAR OCEAN,1.541,0
3.7917,27.0,4.8352272727272725,1.0823863636363635,2091.0,5.940340909090909,INLAND,1.311,0
3.9702,27.0,4.823886639676114,0.9554655870445344,2079.0,4.208502024291498,INLAND,1.414,0
3.2799,17.0,4.860048820179007,1.1261187957689178,4349.0,3.5386493083807973,NEAR OCEAN,1.993,1
5.0704,15.0,5.629955947136564,0.9955947136563876,8997.0,3.6031237484981977,NEAR BAY,2.262,1
3.8201,22.0,5.01119104716227,1.0223820943245403,5587.0,4.466027178257394,INLAND,1.362,0
3.375,35.0,4.967479674796748,1.0308943089430895,3738.0,6.078048780487805,NEAR OCEAN,1.272,0
3.75,29.0,5.318840579710145,1.1231884057971016,1390.0,5.036231884057971,INLAND,1.906,1
2.375,33.0,4.204819277108434,1.4939759036144578,460.0,5.542168674698795,NEAR OCEAN,1.333,0
2.625,21.0,4.801204819277109,0.9759036144578314,484.0,2.9156626506024095,<1H OCEAN,1.911,1
3.443,18.0,4.731107205623902,1.0480374926772116,5325.0,3.1195079086115993,INLAND,1.719,0
3.8125,36.0,3.3142857142857145,0.8571428571428571,193.0,5.514285714285714,NEAR OCEAN,1.363,0
3.9375,32.0,5.3,1.02,170.0,3.4,NEAR OCEAN,1.875,1
4.0324,22.0,5.5363790186125215,1.0456852791878173,1784.0,3.018612521150592,NEAR OCEAN,2.113,1
4.9271,21.0,5.1117117117117115,0.9279279279279279,2031.0,3.6594594594594594,NEAR OCEAN,2.097,1
,37.0,3.9421965317919074,,813.0,4.699421965317919,<1H OCEAN,1.38,0
3.185,30.0,4.7633262260127935,1.0223880597014925,4027.0,4.29317697228145,INLAND,1.683,0
5.065,27.0,5.766871165644171,,3538.0,3.61758691206544,NEAR OCEAN,2.154,1
5.257,25.0,6.163247100802854,1.0294380017841214,3912.0,3.489741302408564,<1H OCEAN,2.261,1
3.1979,32.0,4.516871165644171,0.9984662576687117,2044.0,3.1349693251533743,<1H OCEAN,1.839,1
4.4653,,5.872909698996655,1.0568561872909699,1971.0,3.2959866220735785,NEAR OCEAN,1.932,1
5.7057,27.0,6.937007874015748,1.0971128608923884,1344.0,3.52755905511811,NEAR OCEAN,2.621,1
6.6988,26.0,7.2,0.9566265060240964,1371.0,3.3036144578313253,INLAND,3.825,1
5.2405,21.0,6.1836945304437565,1.0175438596491229,2647.0,2.731682146542828,INLAND,3.024,1
3.7459,33.0,5.198821796759941,1.0309278350515463,2959.0,4.357879234167894,<1H OCEAN,1.529,0
3.7083,33.0,5.797687861271676,1.1011560693641618,1410.0,4.07514450867052,<1H OCEAN,1.655,0
3.8319,28.0,5.4032697547683926,1.021798365122616,1407.0,3.8337874659400546,NEAR BAY,1.79,0
4.7332,22.0,5.669527896995708,1.053648068669528,2613.0,2.8036480686695278,<1H OCEAN,2.899,1
6.019,22.0,6.41696113074205,0.950530035335689,1968.0,3.477031802120141,<1H OCEAN,3.249,1
7.0778,26.0,7.3150984682713345,0.9956236323851203,1429.0,3.1269146608315097,<1H OCEAN,3.343,1
6.2217,27.0,6.831831831831832,1.039039039039039,1039.0,3.12012012012012,NEAR OCEAN,3.335,1
6.9695,18.0,7.587172538392051,1.033423667570009,3727.0,3.3667570009033425,NEAR BAY,3.604,1
4.1328,34.0,5.291759465478842,1.042316258351893,1858.0,4.138084632516704,NEAR BAY,1.763,0
4.4038,33.0,5.975929978118162,1.0415754923413567,3527.0,3.858862144420131,INLAND,1.867,1
4.5163,34.0,5.319923371647509,1.0344827586206897,1954.0,3.743295019157088,NEAR OCEAN,1.838,1
6.1552,10.0,6.047899778924097,1.0755342667649226,8907.0,3.2818717759764184,<1H OCEAN,3.625,1
5.6716,15.0,6.286050156739812,1.0195924764890283,7732.0,3.029780564263323,NEAR BAY,3.304,1
4.9932,18.0,6.211812627291242,1.0366598778004072,3112.0,3.169042769857434,NEAR BAY,2.84,1
5.0142,15.0,5.981954887218045,1.0406015037593985,2418.0,3.6360902255639096,INLAND,2.699,1
6.7978,24.0,6.589189189189189,0.9567567567567568,610.0,3.2972972972972974,<1H OCEAN,3.25,1
,25.0,8.143939393939394,1.0454545454545454,451.0,3.4166666666666665,<1H OCEAN,3.322,1
5.2852,25.0,6.74,1.05,660.0,3.3,NEAR BAY,2.976,1
6.2517,25.0,7.195372750642673,0.9974293059125964,1348.0,3.4652956298200515,INLAND,3.111,1
5.7268,23.0,6.009009009009009,1.027027027027027,1560.0,2.810810810810811,NEAR BAY,3.003,1
5.7407,25.0,7.405882352941177,1.0823529411764705,599.0,3.523529411764706,NEAR BAY,3.022,1
5.5469,16.0,6.226396602417511,1.0058804312316236,10988.0,3.589676576282261,<1H OCEAN,2.652,1
2.5125,5.0,4.817472698907956,1.109204368174727,1415.0,2.207488299531981,NEAR OCEAN,1.845,1
3.253,20.0,4.582213987957387,,7228.0,3.347846225104215,NEAR BAY,1.867,1
5.4155,23.0,6.541814946619217,1.1165480427046264,4014.0,3.5711743772241995,<1H OCEAN,2.132,1
1.9762,52.0,4.242753623188406,,1126.0,4.079710144927536,<1H OCEAN,1.058,0
0.4999,52.0,3.875,0.5625,44.0,2.75,INLAND,1.125,0
1.4722,4.0,3.769647696476965,1.3712737127371273,727.0,1.970189701897019,NEAR OCEAN,1.375,0
1.7206,27.0,4.505154639175258,1.1134020618556701,469.0,4.835051546391752,NEAR BAY,1.075,0
2.1908,37.0,3.6699029126213594,0.8932038834951457,503.0,4.883495145631068,NEAR OCEAN,0.946,0
2.0156,44.0,4.076923076923077,,502.0,4.2905982905982905,INLAND,1.125,0
,52.0,3.4285714285714284,0.8571428571428571,46.0,6.571428571428571,<1H OCEAN,0.675,0
4.4821,33.0,6.22463768115942,1.0434782608695652,421.0,3.050724637681159,INLAND,2.201,1
6.2654,17.0,6.570637119113574,1.005540166204986,3538.0,3.2668513388734994,NEAR BAY,2.738,1
5.411,33.0,5.890909090909091,,868.0,3.1563636363636363,<1H OCEAN,2.194,1
4.5594,13.0,5.084321475625823,0.9354413702239789,2283.0,3.007905138339921,NEAR BAY,1.845,1
3.038,33.0,5.504249291784703,1.246458923512748,1526.0,4.3229461756373935,<1H OCEAN,1.375,0
2.5275,27.0,4.246653919694072,1.0363288718929253,1328.0,2.5391969407265775,INLAND,1.517,0
3.766,33.0,4.947890818858561,1.0049627791563276,993.0,2.464019851116625,INLAND,1.639,0
3.9464,9.0,4.675257731958763,1.0670103092783505,619.0,3.1907216494845363,<1H OCEAN,1.796,0
2.6014,15.0,4.099201824401368,1.0992018244013684,1839.0,2.096921322690992,<1H OCEAN,1.503,0
3.1094,33.0,4.036474164133739,1.0577507598784195,903.0,2.74468085106383,INLAND,1.36,0
3.4375,42.0,4.949275362318841,0.9202898550724637,541.0,3.920289855072464,<1H OCEAN,1.517,0
3.0417,24.0,4.534090909090909,1.1022727272727273,1329.0,3.7755681818181817,NEAR BAY,1.48,0
3.4777,33.0,4.345415778251599,,1546.0,3.29637526652452,<1H OCEAN,1.445,0
4.0083,37.0,4.989655172413793,1.0655172413793104,1279.0,4.410344827586207,NEAR BAY,1.429,0
3.6806,29.0,4.709821428571429,1.0267857142857142,1890.0,4.21875,<1H OCEAN,1.305,0
6.4576,33.0,5.661327231121281,1.080091533180778,1268.0,2.9016018306636155,<1H OCEAN,5.00001,1
4.9968,35.0,6.1562115621156215,1.0430504305043051,2112.0,2.5977859778597785,<1H OCEAN,2.95,1
6.101,42.0,6.496815286624204,0.9936305732484076,398.0,2.535031847133758,NEAR OCEAN,3.118,1
5.532,47.0,6.345454545454546,0.9818181818181818,753.0,2.7381818181818183,NEAR BAY,3.185,1
6.5254,38.0,6.821510297482837,0.988558352402746,1063.0,2.4324942791762014,<1H OCEAN,3.65,1
4.2407,40.0,5.6943620178041545,1.032640949554896,1851.0,2.7462908011869436,INLAND,2.62,1
4.8059,,6.572815533980583,1.1019417475728155,531.0,2.5776699029126213,<1H OCEAN,2.706,1
4.275,48.0,5.302469135802469,1.0385802469135803,1540.0,2.376543209876543,NEAR OCEAN,2.568,1
3.9125,52.0,5.088838268792711,1.0751708428246014,986.0,2.2460136674259683,INLAND,2.655,1
3.875,44.0,5.599537037037037,1.0115740740740742,1045.0,2.4189814814814814,INLAND,2.808,1
9.4667,32.0,7.325757575757576,1.0378787878787878,1558.0,2.9507575757575757,NEAR BAY,5.00001,1
6.6888,36.0,6.482213438735178,0.9446640316205533,693.0,2.739130434782609,NEAR BAY,5.00001,1
4.1797,43.0,6.344569288389513,1.0599250936329587,674.0,2.5243445692883895,INLAND,4.868,1
3.6,44.0,6.094086021505376,1.1451612903225807,980.0,2.6344086021505375,INLAND,3.074,1
7.2419,38.0,7.173684210526316,1.0473684210526315,1059.0,2.786842105263158,INLAND,4.104,1
5.0482,45.0,5.80091533180778,1.0411899313501145,1036.0,2.3707093821510297,INLAND,3.889,1
4.0385,52.0,5.053619302949062,1.0750670241286864,764.0,2.0482573726541555,<1H OCEAN,2.657,1
5.2865,37.0,6.169291338582677,1.047244094488189,1220.0,2.4015748031496065,<1H OCEAN,4.554,1
5.9582,38.0,6.4534412955465585,1.008097165991903,633.0,2.562753036437247,NEAR BAY,3.507,1
4.5625,36.0,5.3903448275862065,1.0096551724137932,1688.0,2.3282758620689656,NEAR BAY,3.768,1
3.5694,41.0,5.03793626707132,,1236.0,1.8755690440060697,<1H OCEAN,2.786,1
3.6705,46.0,5.49438202247191,1.1161048689138577,816.0,3.056179775280899,<1H OCEAN,2.865,1
,34.0,5.575242718446602,1.016990291262136,909.0,2.2063106796116503,<1H OCEAN,3.625,1
4.125,35.0,5.754414125200642,1.0770465489566614,1401.0,2.248796147672552,INLAND,3.3,1
7.1615,36.0,6.226666666666667,0.9688888888888889,667.0,2.9644444444444447,NEAR OCEAN,4.847,1
9.8098,39.0,8.079881656804734,1.0828402366863905,1034.0,3.059171597633136,<1H OCEAN,5.00001,1
8.2004,32.0,8.2491961414791,1.0691318327974277,1877.0,3.017684887459807,NEAR BAY,5.00001,1
15.0001,37.0,8.761061946902656,1.0,697.0,3.084070796460177,NEAR OCEAN,5.00001,1
8.9728,39.0,7.013201320132013,0.9735973597359736,862.0,2.844884488448845,INLAND,5.00001,1
3.6341,40.0,5.097041420118344,1.0863905325443788,1769.0,2.093491124260355,<1H OCEAN,3.915,1
7.0315,42.0,6.836111111111111,1.0527777777777778,1179.0,3.275,ISLAND,4.373,1
8.4889,40.0,6.8785529715762275,0.979328165374677,1151.0,2.9741602067183464,NEAR OCEAN,5.00001,1
4.7308,44.0,5.950617283950617,1.02880658436214,721.0,2.9670781893004117,<1H OCEAN,3.522,1
4.645,22.0,5.712585034013605,1.0935374149659864,1227.0,2.086734693877551,NEAR OCEAN,2.762,1
3.3621,34.0,5.16271186440678,1.0542372881355933,676.0,2.2915254237288134,NEAR OCEAN,3.772,1
15.0001,35.0,8.586206896551724,1.0689655172413792,268.0,9.241379310344827,INLAND,5.00001,1
3.735,23.0,4.88622754491018,1.091317365269461,1475.0,2.2080838323353293,<1H OCEAN,2.183,1
3.292,28.0,4.444891980959356,1.0519956060051263,5359.0,1.9622848773343098,INLAND,2.273,1
2.6316,34.0,5.4120603015075375,1.2914572864321607,478.0,2.4020100502512562,NEAR BAY,2.528,1
